index	#1 Label	#2 String	#2 String
219	1,3,3,3,1,3,3,1,3,3,0,3,3,3,3,3,3,3,1	Shooter still on loose after uniformed soldier shot at #Ottawa's War Memorial, across road from Parliament. MP's being taken out of offices.|||||@CBCAlerts  this is just horrible :(|||||@CBCAlerts I hope they are being taken out of their offices and thrown out on to the street.|||||RT @CBCAlerts: Shooter still on loose after uniformed soldier shot at #Ottawa's War Memorial, across road from Parliament.|||||“@CBCAlerts: Shooter still on loose after uniformed soldier shot at War Memorial, across road from Parliament.  :( sad...|||||@CBCAlerts @CBCNews , well blame Steven Harper , he's all for guns , wants this country to become like the US of A|||||@CBCAlerts @amberstefani|||||@CBCAlerts reporting soldier shot in Ottawa. Very sad news.|||||@CBCAlerts Chris. Not about guns. about Canada and Isis.Muslim extremist ran over two soldiers in Quebec. Blame Harper for allowing cars|||||@ChristoferU @CBCAlerts @CBCNews Seriously? Likelihood that it's an ISIS attack and THIS is your response???|||||@ChristoferU @CBCAlerts @CBCNews You're an idiot.|||||@CBCAlerts OMG.|||||@tsklierenko  , I guess your a fan of the fascist Stevie and his band of crap , so that tells me what you are !|||||@lifebythecreek , you pick a fight with people you better expect something in return , we use to be peacekeepers ,so be careful what you get|||||@ChristoferU Have u read this paper from Muslm Brthrhood? From 1991. We did NOT "pick a fight". They brought it HERE.|||||@tsklierenko @ChristoferU things aren't as black and white as you may think. Picking a fight on Twitter isn't cool, bro.|||||@cristinaresteve @tsklierenko , everyone is entitled to a opinion , no fight here , you don't know me , I don't know you|||||@cristinaresteve @tsklierenko , sorry about the soldier who died , terrible , no disrespect meant , don't believe gov't course is correct|||||@ChristoferU I definitely hear that and agree 👍
220	1,3,3,3,2,3,0,1,3,3,3,2,3,3,3,3,3,1	Ottawa Police Service: There were "numerous gunmen" at the Canada War Memorial shooting. One person was shot.|||||@cnnbrk 2nd suspect parrantly shot behind parliament. Lockdown almost everywhere... third suspect on the loose.  That s heavy.|||||@cnnbrk Ottawa was always such a safe city. This is madness.|||||“@cnnbrk: Ottawa Police..: "numerous gunmen" at the Canada War Memorial shooting..." #GodIsUrTerrorist #CanadaNeedsWBC #LiftTheBan #Repent|||||@cnnbrk Numerous? More than three?|||||@cnnbrk @CNN @BasedChasen|||||@cnnbrk @DamoSpin Ottawa police have NOT confirmed multiple shooters based on Canadian reporters on scene but they are still looking in case|||||@povprod @cnnbrk @DamoSpin They have - however - confirmed 3 separate shootings. So there's that.|||||@cnnbrk @CNN Good thing all those police with guns were there!|||||@zachjgodin @cnnbrk @DamoSpin they hadn't at the time I posted. Ever changing news for sure. Scary times|||||@povprod @cnnbrk @DamoSpin Scary times indeed.|||||@JF_LaRue What's the reason behind the attack? @cnnbrk|||||@Flogistonmannen @cnnbrk hard to say yet but note that similar incident also happened this week where some islam convert attacked military|||||@Flogistonmannen @cnnbrk But clearly they aim for a military representative at a well known military statue downtown Ottawa.  Still lockdown|||||@Flogistonmannen @cnnbrk most likely terrorism pure and simple and certainly confirming american warnings that potential threats now inside.|||||@JF_LaRue I read about that. Maybe this is also an islamic attack. @cnnbrk|||||@Flogistonmannen @cnnbrk The issue is whether an independent cell (isolated wakos) or else part of a larger plot First attack suggest latter|||||@JF_LaRue Yes thats interesting. Scary attack though, I'm glad that we only have non-identified submarines here in Sweden. @cnnbrk
221	1,2,3,3,1,3	#BREAKING Rick Hughes at CBC Hamilton: The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton|||||@cbcsaltzman @CBCNews is he alright?|||||@cbcsaltzman @CBCNews  heartbreaking.|||||@cbcsaltzman @mog7546 Well, what can you say? Spare a though for ALL who serve as reservists-they defend everyone's right to debate FREELY!|||||“@cbcsaltzman: #BREAKING The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton” @tidridge|||||@cbcsaltzman @CBCNews He's an argyll  is the name of the unit
222	1,3,3,0,3,3,3,3,3,1,2,3,1,3,3,3	The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog:|||||@cnnbrk This is FAR from breaking news.... this has been known for hours|||||@cnnbrk RIP Bro|||||@cnnbrk He was shot at close range and did not stand a chance.The gunman was shot and killed later trying to enter parliment|||||@cnnbrk why tweets not in English|||||@cnnbrk @AC360 sad.....|||||@cnnbrk what is our world coming to, we are afraid to go anywhere as no place is safe.|||||@cnnbrk @AC360 tweets not in english cuz they are morons|||||@cnnbrk source is correct!|||||@cnnbrk RIP|||||@cnnbrk @OutFrontCNN Out of respect for his family could CNN please stop showing pictures and video of people performing CPR on him?|||||@cnnbrk RIP ♥|||||@cnnbrk you've been late on this story all day..|||||@CathyCollver @cnnbrk One guess.|||||@CathyCollver @cnnbrk because they can't read and write English|||||@nwhiteway @cnnbrk ITS STILL IMPORTANT
223	1,3,3,3,1,2,3	BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot -|||||@PzFeed Gee, I thought Canadians are supposed to be polite for once....|||||@PzFeed @Rui_Castro All our domestic military should be armed, now.|||||@PzFeed can't believe it I was there less then 24 hours ago|||||@PzFeed @AbideSam That's disgusting tbh...|||||@PzFeed so who is the brainiac on the right that looks like he's taking a picture?|||||@PzFeed sickening
224	1,3,3,3	Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews|||||@newhot899 #ottnews|||||@newhot899 good!!! 👌|||||@newhot899 live news just reported cops yelling at people to run. Must be a third shooter!
225	1,0,3,1,3,0,3,0,0,3,3,3,3,3,3,3,3	These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada|||||@SeanOsmar @stephen_taylor Apparently a hoax. Best to take Tweet down.|||||@SeanOsmar @darrellbricker Not a hoax.  This is before the shooting|||||@SeanOsmar @stephen_taylor So honoured to serve as Honorary Colonel in reserves. Job is to honour citizen soldiers like these brave men.|||||@ArrogantHair @SeanOsmar @darrellbricker It's not a hoax, but it also wasn't taken *after* the shooting.|||||@SeanOsmar This photo was taken this morning, before the shooting.|||||@SeanOsmar @graciestyle this matches the photo tweeted earlier today from a tourist who says it was taken moments before the shooting. 1/2|||||@SeanOsmar @graciestyle I don't believe there are soldiers guarding this area right now. 2/2|||||@JRMarlow @ArrogantHair @SeanOsmar Really? Why would somebody post this without saying that?  Twisted.|||||@SeanOsmar @mstoreshaw That’s the photo tweeted this morning claiming to be of the soldier who was killed.|||||@darrellbricker @JRMarlow @SeanOsmar The soldier on the right is the one who  taken by visitor moments before shooting|||||@darrellbricker @ArrogantHair Because people like @SeanOsmar love stealing other people's pics to get RTs.|||||@SeanOsmar @mstoreshaw|||||@JillKrop @SeanOsmar wondered as well. I've reached out to someone who would know just to confirm that. Hopefully get response soon.|||||@JRMarlow @darrellbricker @SeanOsmar That may be harsh.  He seems to be honouring. Just unaware of source.|||||@JillKrop @SeanOsmar @graciestyle That photo was taken before the attack.|||||@ArrogantHair @darrellbricker @SeanOsmar Don't steal other people's pictures without attribution. Pretty simple.
226	1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	#BREAKING news: Shots fired at Parliament Hill. Follow developing story:|||||RT @globeandmail: #BREAKING news: Shots fired at Parliament Hill. Follow developing story:|||||@globeandmail|||||“@globeandmail: #BREAKING news: Shots fired at Parliament Hill.  ” @Tark31|||||Yikes rt:@globeandmail : #BREAKING news: Shots fired at Parliament Hill.|||||@globeandmail @JennReed4 ! be careful!|||||@globeandmail @ggreenwald I'm taking bets on how quick #ISIS or #Syria will be blamed. After all #Syria is where the US want to bomb next.|||||@globeandmail trying to but got this - shameful behaviour|||||Sending thoughts and prayers. "@globeandmail: #BREAKING: Shots fired at Parliament Hill.  ”|||||#BreakingNews RT “@globeandmail: Shots fired at Parliament Hill. Follow developing story:  ”|||||“@globeandmail: #BREAKING news: Shots fired at Parliament Hill. Follow developing story:  ”|||||@globeandmail|||||@globeandmail Stay safe police and soldiers protecting us all! @rcmpgrcpolice @OttawaPolice|||||@globeandmail|||||@globeandmail @ggreenwald looks like American values are heading north|||||@globeandmail|||||Canada: “@globeandmail: BREAKING: Shots fired at Parliament Hill. Follow developing story:  ”|||||@globeandmail Probably another "false flag" on the Canadian side!
227	1,0,3,3,3,2,3,2,3,3,3,0,3,3,3,2,3,2,3,3,2,1,3,3,0,3,2,3,0,3,3,3,3,0,0,3,3	Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa|||||Reports of gunshots unconfirmed RT @Henderburn: Only photo I will tweet. CPR being performed on the soldier #ottawa|||||@Henderburn thank you for posting. It may just be hard to tell in the picture but bystanders look quite calm considering gunfire in area.|||||@Henderburn @sherrilynne Who the hell would shoot a protector of our freedoms, not a Canadian I hope !|||||@Henderburn @alimhaider wow. Prayers for the soldier.|||||@Henderburn Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanks|||||@nomedeplume84 I would like to be paid for it, on account of being a journalist.|||||@Henderburn why are there no police ??|||||@cholmes96 I was there before the police were|||||@Henderburn so.. Instead of helping you took a picture for profit?|||||@tdgecas yeah posting information about an evolving shooter situation is less worthwhile than an untrained journalist performing CPR|||||@tdgecas Fuck you idiot|||||@Henderburn don't have to give cpr. Other ways to help. But yeah keep looking for profit. Great professionalism.|||||@Henderburn stay safe. Hope you're never in the same situation.|||||@Henderburn @nomedeplume84 ...seriously?! You're trying to profit from this? Think about it...|||||@Henderburn I'm a Photo Editor @ ABC- Would you be willing to share this with all ABC News platforms and with partners if we credit?|||||@skobos Yeah, sure. Please credit me though.|||||@Henderburn Will do! Would you Prefer your name or your handle?|||||@skobos Will both fit on the lower thirds? I would appreciate name, then handle.|||||@Henderburn Yep, I can add both for sure. Thank you!|||||@Henderburn could you email me please to subeditors@demotix.com and I'll explain better, thx|||||@tdgecas @Henderburn well said @tdgecas|||||@tdgecas @Henderburn "professional, adjective: engaged in a specified activity as one's main paid occupation rather than as a pastime"|||||@tdgecas @Henderburn so yeah, expecting to get paid for doing his job seems pretty professional to me|||||@BigDilbertFan photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cpr|||||@tdgecas @henderburn I didn't realize you were on the scene and could verify that he could have saved the life of the guy shot four times.|||||@tdgecas @Henderburn Getting the word out about an active shooter situation seems pretty helpful, but please, tell us what you'd have done.|||||@BigDilbertFan Call 911? Signal for help? Keep an eye out for the rescuers? Simply ask the people if there's anything he can do?|||||@BigDilbertFan we won't agree on this and that's okay. If you're in Ottawa stay safe.|||||@tdgecas You don't have any evidence that he didn't do any of these things in addition to taking a picture, but you accuse away.|||||@tdgecas Way to care for people.|||||@tdgecas @Henderburn I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!|||||@DriesBrent do you think I shouldn't have used social media to warn people? What should I have done?|||||@Henderburn I have no issue with warning people whatsoever. But to take a photo, please!|||||@DriesBrent the photo does not show the soldier. It shows the response. Brave bystanders trying to save him|||||@DriesBrent @tdgecas @Henderburn You have a phone! Did you call for help? Nope. I took pics to sell and tweeted that I'm on CNN and ABC.|||||@Henderburn my main issue was the picture. Heard your reporting on cnn thought you did a good job. Continue to be safe.
228	1,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,3,0,3,3,3,2,3,2,2,3,3,3,3	#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect. #Canada|||||@ArmedResearch Suppose that's real: that guy is carrying a lever action rifle it looks like?|||||@ArmedResearch  SOURCE plz :)|||||@ArmedResearch Which accounts?|||||@matthewmreed The glare is right over the trigger guard but the barrel and hammer could be from a lever action.|||||@xSkylaStarx I could tell you but then I'd have to kill you. ;-)|||||@CindyPom Follow me please. I will DM you.|||||@ArmedResearch hi, where did you source this pic?|||||@emerhughes4 Do you work for the media?|||||@ArmedResearch Source?|||||@ArmedResearch Done|||||@ArmedResearch are u full of shit or is this true?|||||@ArmedResearch hi, could you point us to the account? I'm a reporter|||||@ArmedResearch Many here in Ottawa media looking for the source of this photo.|||||@ArmedResearch Which accounts?|||||@ArmedResearch yes, for|||||@ArmedResearch Could you tell us your source please?|||||@ArmedResearch What media account did you get this photo from? What is your confirmation that this is the guy? DM me please|||||@ArmedResearch Hi, can you tell me where  you got the picture?|||||@ArmedResearch BBC News - Mr Merizier said that the attacker was of "Arabic appearance" and had "long dark hair and a beard".|||||@ArmedResearch @xSkylaStarx gross answer|||||@olfashdeb @xSkylaStarx It's an old joke. If you don't get it, watch more spy movies.|||||@ArmedResearch @xSkylaStarx its just very juvenile of an answer at an inappropriate time. #respect|||||@mattenleys @ArmedResearch  just a coincidence. Obviously a white angry racist|||||@ArmedResearch anyways, thanks for the info.|||||@ArmedResearch @CindyPom Can you DM me the accounts too? I have some choice words|||||@BellaaFoxx @CindyPom He's already suspended.|||||@xSkylaStarx @ArmedResearch so there's no source?|||||@emerhughes4 @ArmedResearch ?????? #whatsthesource|||||@codywohlers @emerhughes4 Try reading my timeline instead of asking me to repeat myself.|||||@ArmedResearch @emerhughes4 for everyone else who doesn't want to read your whole timeline|||||@codywohlers @ArmedResearch @emerhughes4|||||@ArmedResearch @CindyPom Oh, figures! Thanks:)
